run002,IndexBam,IndexBam-t4t3d2pm,1461589183000.0,1461589185000.0,TCGA-A8-A09I-10A-01W-A055-09_IlluminaGA-DNASeq_exome.GL000224.1.contig.dup.bam,TCGA-A8-A09I-10A-01W-A055-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,12349480912,100,1683.1119999999996
run002,IndexBam,IndexBam-u0u2d2pm,1461547591000.0,1461547598000.0,9d7c1e8652ae4f3f33468eb26b560f28.GL000194.1.contig.dup.bam,9d7c1e8652ae4f3f33468eb26b560f28,True,WXS,Illumina,5006847890,100,1047.9289999999999
run002,IndexBam,IndexBam-uhx3d2pm,1461601556000.0,1461601654000.0,TCGA-AR-A0TU-01A-31D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING.GL000246.1.contig.dup.bam,TCGA-AR-A0TU-01A-31D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING,True,WXS,Illumina,11046393735,100,29864.595
run002,PicardMarkDuplicates,PicardMarkDuplicates-vf43d2pm,1461557545000.0,1461557576000.0,TCGA-C8-A12M-01A-11D-A135-09_IlluminaGA-DNASeq_exome.contig.MT.bam,TCGA-C8-A12M-01A-11D-A135-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,9164597243,100,8131.691000000002
run002,IndexBam,IndexBam-5le3d2pm,1461569289000.0,1461569290000.0,a37153e0f7b36e8544d4d8035fd426e9.GL000213.1.contig.dup.bam,a37153e0f7b36e8544d4d8035fd426e9,True,WXS,Illumina,5941199627,100,2306.6670000000004
run002,Mutect,Mutect-xuz3d2pm,1461615220000.0,1461617302000.0,TCGA-E2-A153-01A-12D-A12B-09_IlluminaGA-DNASeq_exome.14.contig.dup.bam,TCGA-E2-A153-01A-12D-A12B-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,17410883608,100,1246189.766
run002,PicardMarkDuplicates,PicardMarkDuplicates-5rv2d2pm,1461550307000.0,1461550333000.0,8300725442d212c83e3534196af2fe8f.contig.GL000211.1.bam,8300725442d212c83e3534196af2fe8f,True,WXS,Illumina,5972747932,100,4538.022999999999
run002,PicardMarkDuplicates,PicardMarkDuplicates-1xa4d2pm,1461689623000.0,1461689752000.0,614ba146c47a7ac9b7019013effc26d3.contig.GL000202.1.bam,614ba146c47a7ac9b7019013effc26d3,True,WXS,Illumina,11635224786,100,47065.70299999998
run002,PicardMarkDuplicates,PicardMarkDuplicates-2j03d2pm,1461553222000.0,1461553273000.0,TCGA-AR-A0TP-10A-01D-A099-09_IlluminaGA-DNASeq_exome.contig.GL000200.1.bam,TCGA-AR-A0TP-10A-01D-A099-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,8374284163,100,8097.073999999998
run002,PicardMarkDuplicates,PicardMarkDuplicates-tff3d2pm,1461570983000.0,1461571345000.0,b6f74717afa0ee307706412bea649cbc.contig.10.bam,b6f74717afa0ee307706412bea649cbc,True,WXS,Illumina,10232083043,100,7695.522000000002
run002,Mutect,Mutect-tdh3d2pm,1461572631000.0,1461573012000.0,3c7edd9e52e76aefb62ca2126a047b68.16.contig.dup.bam,3c7edd9e52e76aefb62ca2126a047b68,True,WXS,Illumina,11237156740,100,233815.382
run002,PicardMarkDuplicates,PicardMarkDuplicates-4et2d2pm,1461538344000.0,1461538373000.0,03208e754d13a48950c40a4121de858a.contig.GL000200.1.bam,03208e754d13a48950c40a4121de858a,True,WXS,Illumina,5818952070,100,4563.177000000001
run002,IndexBam,IndexBam-8e14d2pm,1461629704000.0,1461630978000.0,2d848de878114cc185db4b85c9d98d18.GL000204.1.contig.dup.bam,2d848de878114cc185db4b85c9d98d18,True,WXS,Illumina,6661221889,100,87764.77300000002
run002,PicardMarkDuplicates,PicardMarkDuplicates-gzx2d2pm,1461551295000.0,1461551307000.0,2d9fc689dab2b922d288ad5dd748c5ef.contig.GL000242.1.bam,2d9fc689dab2b922d288ad5dd748c5ef,True,WXS,Illumina,3727378034,100,4895.289000000001
run002,IndexBam,IndexBam-mfu2d2pm,1461548588000.0,1461548588000.0,7457dcc94da82ef8520a2598cc384aec.GL000208.1.contig.dup.bam,7457dcc94da82ef8520a2598cc384aec,True,WXS,Illumina,6984905264,100,1511.0599999999997
run002,PicardMarkDuplicates,PicardMarkDuplicates-bts3d2pm,1461588756000.0,1461589057000.0,b5c8216e2b157d598189f9d2547a8dcf.contig.3.bam,b5c8216e2b157d598189f9d2547a8dcf,True,WXS,Illumina,9891441728,100,7346.036999999998
run002,IndexBam,IndexBam-22x2d2pm,1461550424000.0,1461550445000.0,8d45613d92ad328eca0ccf352689a94b.GL000227.1.contig.dup.bam,8d45613d92ad328eca0ccf352689a94b,True,WXS,Illumina,6736044565,100,2131.375
run002,IndexBam,IndexBam-x2r3d2pm,1461586519000.0,1461586567000.0,b01d1831ce6dc27633173eeaffe449b2.14.contig.dup.bam,b01d1831ce6dc27633173eeaffe449b2,True,WXS,Illumina,5726662678,100,2209.6800000000003
run002,PicardMarkDuplicates,PicardMarkDuplicates-oi94d2pm,1461679756000.0,1461679993000.0,55aac25108a7113ab65cbb718b44163f.contig.GL000193.1.bam,55aac25108a7113ab65cbb718b44163f,True,WXS,Illumina,6191809158,100,29416.436000000005
run002,IndexBam,IndexBam-7a84d2pm,1461668951000.0,1461668955000.0,TCGA-E2-A15A-10A-01D-A12B-09_IlluminaGA-DNASeq_exome.GL000204.1.contig.dup.bam,TCGA-E2-A15A-10A-01D-A12B-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,16964092392,100,31152.911
run002,Mutect,Mutect-dto3d2pm,1461581429000.0,1461582083000.0,TCGA-A2-A0T7-01A-21D-A099-09_IlluminaGA-DNASeq_exome.7.contig.dup.bam,TCGA-A2-A0T7-01A-21D-A099-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,7745820218,100,219789.36399999968
run002,IndexBam,IndexBam-lzy2d2pm,1461551724000.0,1461551725000.0,TCGA-AO-A0J7-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1.GL000224.1.contig.dup.bam,TCGA-AO-A0J7-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1,True,WXS,Illumina,13419557770,100,8874.272999999997
run002,IndexBam,IndexBam-5824d2pm,1461633570000.0,1461633571000.0,1fe5a0ab9f2482a2637acae8493fc9e4.GL000233.1.contig.dup.bam,1fe5a0ab9f2482a2637acae8493fc9e4,True,WXS,Illumina,8389491917,100,12825.248
run002,PicardMarkDuplicates,PicardMarkDuplicates-nbf3d2pm,1461570668000.0,1461571061000.0,TCGA-AN-A04C-10A-01D-A047-09_IlluminaGA-DNASeq_exome.contig.X.bam,TCGA-AN-A04C-10A-01D-A047-09_IlluminaGA-DNASeq_exome,True,WXS,Illumina,12023397773,100,14335.317000000001
run002,PicardMarkDuplicates,PicardMarkDuplicates-v8u2d2pm,1461548017000.0,1461548088000.0,93b27e4783c418b44b0754fbc5dab777.contig.GL000199.1.bam,93b27e4783c418b44b0754fbc5dab777,True,WXS,Illumina,11274779548,100,6818.968000000001
run002,PicardMarkDuplicates,PicardMarkDuplicates-cst3d2pm,1461591528000.0,1461591791000.0,05d92fb7181cdb5e37cb41290416d7dc.contig.10.bam,05d92fb7181cdb5e37cb41290416d7dc,True,WXS,Illumina,9995840112,100,8219.503000000002
